,titles,replies,views,activity,category
1091,About to reach 150 subscribe. Please give a look. Cue shameless promotion,72,198,Oct '20,promotions
1092,Watson&Holmes back again. it’s my work please support me,2,104,Oct '20,promotions
1093,Share Your New Novel!,58,362,Oct '20,promotions
1094,Describe your novel or comic in one quirky sentence,8,612,Oct '20,promotions
1095,Drop your series Thumbnail!,129,659,Oct '20,promotions
1096,Coffee or tea for your OC?,10,405,Oct '20,promotions
1097,Genderbend your main character (Promote your comic!),152,389,Oct '20,promotions
1098,Check out my work I’m currently on hiatus but I will be back soon,145,89,Oct '20,promotions
1099,Tip to find an audience if you create manga,1.1k,116,Oct '20,promotions
1100,Share Your Story and Support Thread!,19,418,Oct '20,promotions
1101,Post your comic and your fav comic (2),149,176,Oct '20,promotions
1102,What D&D Class Would Your Characters Play? (Link Your Comic/Novel),23,308,Oct '20,promotions
1103,"If you update your novel daily, promote here!",260,64,Oct '20,promotions
1104,Explain your comic by not explaining well,31,486,Oct '20,promotions
1105,Promote your comic/novel but with a funny image or gif,203,263,Oct '20,promotions
1106,Its International Womens Day! Promote your comic with female leads,29,399,Oct '20,promotions
1107,Just discovered a comic or novel you really love? Share it and gush about it here,250,176,Oct '20,promotions
1108,Promote your novel and comics like ads and commercials,4,303,Oct '20,promotions
1109,Hype yourselves up!,63,874,Oct '20,promotions
1110,Any comics with polyamorous relationships!? Promote here,31,100,Oct '20,promotions
1111,Let’s help each other find new stuff to read!,321,315,Oct '20,promotions
1112,Share your B&W comic with me! <3,14,566,Oct '20,promotions
1113,"Their End, My Beginning",111,125,Oct '20,promotions
1114,Promote Your Latest Chapter With a Song!,110,173,Oct '20,promotions
1115,Subscribe for Subscribe,640,453,Oct '20,promotions
1116,Road to one-hundo - more than 85 subs but fewer than 100 promotion,9,76,Oct '20,promotions
1117,Chapter 4 coming really soon- Marina Mafia,135,50,Oct '20,promotions
1118,Creator and Creation Fun Survey!,7,312,Oct '20,promotions
1119,Promote comic here under 100 subs♡,130,723,Oct '20,promotions
1120,Shameless self plug,41,188,Oct '20,promotions
1121,BL FANTASY NOVEL. Feel free to promote your book in the thread,443,127,Oct '20,promotions
1122,Post your instagram!,0,704,Oct '20,promotions
1123,The Sub thread but it tastes better (Road to 100) (Under 100 series),98,394,Oct '20,promotions
1124,Webtoons/Tapas (Subscriber for subscriber),0,285,Oct '20,promotions
1125,Promoting fanfics comics/novels,80,59,Oct '20,promotions
1126,If you loved X read X recommend your comic/novel based on well known creations,46,249,Oct '20,promotions
1127,New Comic Discussion/Tips Youtube Series - Comic Chat With Rhonder,430,84,Oct '20,promotions
1128,Dark Fantasy Comic w/ Shapeshifters and Magic! [PROMO],18,65,Oct '20,promotions
1129,It’s my birthdaayyy!,140,259,Oct '20,promotions
1130,Share your Twitter!,51,346,Oct '20,promotions
1131,Spring Giveaway!,416,64,Oct '20,promotions
1132,We just posted the teaser for our webtoon!(Yes Promotion),84,172,Oct '20,promotions
1133,Promote your comic with a bad joke,519,384,Oct '20,promotions
1134,Shamelessly promote your Comic,439,1.9k,Oct '20,promotions
1135,[CLOSED] Post your cover art & link #1 [NETIQUETTE REQUIRED: WAIT AT LEAST 10 MINUTES BEFORE POSTING OVER THE LAST ONE],25.6k,585,Oct '20,promotions
1136,Frequency Overload Q and A + promotional thread,2,76,Oct '20,promotions
1137,Fanfic Novels/comic,67,61,Oct '20,promotions
1138,Share your comic/novel + someone else’s,0,352,Oct '20,promotions
1139,Promotion shootout in my comic and yours genre: fantasy/mystery/drama style:manhwa style,50,386,Oct '20,promotions
1140,Manga style webcomic! Feedback/promotion/absolute vibes,2,65,Oct '20,promotions
1141,Backburner Promotion,120,114,Oct '20,promotions
1142,Day Jobs and How They Show Up in Your Work,0,290,Oct '20,promotions
1143,Dungeons & Dinosaurs: Royal Road Trip Comic Launch!,65,77,Oct '20,promotions
1144,I Finished The 1st Issue Of My New Comic! ^^,14,49,Oct '20,promotions
1145,New Chapter Released!,195,51,Oct '20,promotions
1146,Promotion Time! (And Promoting Thread Too!),112,589,Oct '20,promotions
1147,Decided to finally start posting on Tapas (not just Webtoon),631,115,Sep '20,promotions
1148,It’s Celebrate Canvas day! Time for a promo thread and self love!,231,225,Sep '20,promotions
1149,The Henchman (Short Story),1.6k,62,Sep '20,promotions
1150,"Wooo i did it, i beat the tapas tutorial",35,368,Sep '20,promotions
1151,Supernatural/Dark Fantasy/Horror Promotion Thread,205,284,Sep '20,promotions
1152,Drop your Gag a Day/Slice of life comic here,14,151,Sep '20,promotions
1153,♥ ♥ Tapas First-timer! Ahoyhoy! Promos welcome~,119,2.2k,Sep '20,promotions
1154,Promote Your Mature Works (Comics/Novels),45,289,Sep '20,promotions
1155,The Interesting Randomness,454,152,Sep '20,promotions
1156,It’s My 1 Year Anniversary on Tapas!,39,131,Sep '20,promotions
1157,Launched my new comic’s first three episodes!,271,96,Sep '20,promotions
1158,"Hello! New to Tapas, share your novels/comics with me!",24,3.3k,Sep '20,promotions
1159,"Feeling Magical Today, time for fortunes",229,74,Sep '20,promotions
1160,Artist tiktok I wanna follow you,40,126,Sep '20,promotions
1161,Advertise Your Novel with a Dumb Shirt,291,275,Sep '20,promotions
1162,My New Comic - Pippa & Levi (Coming Soon),9,109,Sep '20,promotions
1163,New and better promo thread for comics under 1k subs,91,466,Sep '20,promotions
1164,Marina Mafia: Blood Money (comic promotion),47,40,Sep '20,promotions
1165,Post Your Latest Page February 2021,369,1.5k,Sep '20,promotions
1166,Ye Big Ol’ Furry (or not necessarily) Thread. - General promotion -,22,125,Sep '20,promotions
1167,New! Old! Smith Classic begins Monday 1 March,212,47,Sep '20,promotions
1168,Looking for feedback and support? Join our book club on discord!,85,121,Sep '20,promotions
1169,Sharing adventure novels,991,97,Sep '20,promotions
1170,5 Things about YOU as a creator. Post your links too!,74,1.3k,Sep '20,promotions
1171,Tapastry #drawingwhileblack promo!,506,106,Sep '20,promotions
1172,"I want to read some abstract comics, please show me!",0,75,Sep '20,promotions
1173,Reviews that aren’t critique?,87,522,Sep '20,promotions
1174,"Community growth sub, read, and like encouragement",36,1.0k,Sep '20,promotions
1175,I just posted my first chapter!,176,166,Sep '20,promotions
1176,Let’s publish together / publish your comic /,78,395,Sep '20,promotions
1177,Share Your Webcomics Here! (Under 25 subs!),375,740,Sep '20,promotions
1178,"Please support the series 🙏😊, title:crash crush, this series runs on a girl travels to seoul for proposing her classmate crush reyon but suddenly everything changes and meets taeyan and her feelings grows for taeyan but what she does?",18,122,Sep '20,promotions
1179,Promote your novels under 100 subs,365,412,Sep '20,promotions
1180,Chapter 4 ready! come see how I leave my sadness in a comic!,16,56,Sep '20,promotions
1181,Streaming on Twtich for the first time and talking about some art tips,157,99,Sep '20,promotions
1182,The Devil’s Son | Tapas m.tapas.io,26,71,Sep '20,promotions
1183,Been here for two days,220,287,Sep '20,promotions
1184,Fantasy sphere (Comic/Novel),9,289,Sep '20,promotions
1185,Prism Awards LGBTQ+ Submissions,124,131,Sep '20,promotions
1186,Novels based on Magic,14,177,Sep '20,promotions
1187,Fun Giveaway! Over $75+ in value! 🎉🎉,130,95,Sep '20,promotions
1188,Promote Your Novel with Your Favorite Scene!,23,219,Sep '20,promotions
1189,Join our (magical) book club!,184,132,Sep '20,promotions
1190,Twitter newborn (Drop your Twitter handles below!),10,243,Sep '20,promotions
1191,Share Your GL Novels and Comics,100,168,Sep '20,promotions
1192,Hitting milestone! Comics under 1000 subs share!,15,513,Sep '20,promotions
1193,Remnant Dreams Promo + Promote Your Comics,136,199,Sep '20,promotions
1194,The sad stories,47,349,Sep '20,promotions
1195,Any forum websites like this one?,306,226,Sep '20,promotions
1196,I’m back after half a year with a Superhero Comic,8,133,Sep '20,promotions
1197,500 views Celebration! (Promote your work/Share someone elses),193,249,Sep '20,promotions
1198,Road to 25 subs!,51,193,Sep '20,promotions
1199,Looking for some Critique for my comic!,394,61,Sep '20,promotions
1200,Discord - Not sure if this is allowed,65,101,Sep '20,promotions
1201,Non-anime comic artists: let’s support eachother!,371,710,Sep '20,promotions
1202,Post Your Novels under 75 subs,1,803,Sep '20,promotions
1203,Looking for critiques. Let me know your first impressions,52,145,Sep '20,promotions
1204,Fresh Friday! Promote New Content!,6,309,Sep '20,promotions
1205,Fresh Friday 2-19: Share your work from the week!,89,187,Sep '20,promotions
1206,Three Chapter Exchange (Closed For Now),46,370,Sep '20,promotions
1207,Awkward Avenue (comics/novels welcome),268,340,Sep '20,promotions
1208,Share your instagram,40,479,Sep '20,promotions
1209,New Instagram Account,478,63,Sep '20,promotions
1210,Https://tapas.io/episode/2063697,45,107,Sep '20,promotions
1211,3 Chapter Exchange (Closed for now),227,260,Sep '20,promotions
1212,Promote your series’ discords,25,342,Sep '20,promotions
1213,First Original Anime Story + Dragon Story,166,67,Sep '20,promotions
1214,My Novel Made It To The Community Picks! Thanks So Much! ^^,2,225,Sep '20,promotions
1215,Book one complete,76,75,Sep '20,promotions
1216,Transition from comic to animation,27,102,Sep '20,promotions
1217,Promote Your Comic w a Poster!,199,2.2k,Sep '20,promotions
1218,Character Profiles,46,174,Sep '20,promotions
1219,Show off your new series!,436,483,Sep '20,promotions
1220,Special double-promo for The Aphuanian Tales and When Souls Awaken + Giveaway,1,50,Sep '20,promotions
1221,What do my fellow comic artists’s twitter/instas look like,62,298,Sep '20,promotions
1222,90 subs! 10 left till 100! lets promote together and reach our goals!,45,380,Sep '20,promotions
1223,Post Your Favourite Page of Your Comic,409,522,Sep '20,promotions
1224,Share your Art Live Streams!,0,58,Sep '20,promotions
1225,¿Autores de habla hispana en Tapastic?,49,2.8k,Sep '20,promotions
1226,Do you have transmigration novels?,54,69,Sep '20,promotions
1227,Boy’s Love Story Plug,2.7k,101,Sep '20,promotions
1228,Drop your Youtube Channel,11,991,Sep '20,promotions
1229,Drops your socials & book/comic links!,125,553,Sep '20,promotions
1230,Let’s share our Valentine’s Day’s Chapters!,46,111,Sep '20,promotions
1231,Had a great weekend for milestones +special Valentine’s day promotion,277,86,Sep '20,promotions
1232,LINE Webtoon: How can we improve it?,35,1.2k,Sep '20,promotions
1233,Valentines Event! Steal it for yourself and/or get involved in mine!,239,142,Sep '20,promotions
1234,Promote your comic/novel LoL style,120,101,Sep '20,promotions
1235,Share your completed stories!,716,131,Sep '20,promotions
1236,Post your COMIC HERE! READ FOR READ! SUB IF YOU LIKE,21,151,Sep '20,promotions
1237,Finished Works Promotion,109,159,Sep '20,promotions
1238,I totally just deleted all of my comic pages and replaced them with new ones,29,176,Sep '20,promotions
1239,First draft embarrassment…..(PROMOTION),239,82,Sep '20,promotions
1240,SUB FOR SUB (but is it really?),212,378,Sep '20,promotions
1241,Wholesomeness at the max | Give me wholesome novels!,1.3k,103,Sep '20,promotions
1242,My first Time writing in Tapas XD! Pls check my novel,5,83,Sep '20,promotions
1243,The Museum - Season Finale,114,106,Sep '20,promotions
1244,Any BL novels/comics you want to share?,9,196,Sep '20,promotions
1245,Rust of War | Tapas tapas.io,80,79,Sep '20,promotions
1246,Hello here mine,15,141,Sep '20,promotions
1247,"Create a promotion for the person above you, and post THEIR link",195,133,Sep '20,promotions
1248,Video Trailers For Webcomics (You can share your video trailers here),47,556,Sep '20,promotions
1249,Under 100subs BL Comics! DROP YOUR WORK,1.0k,118,Sep '20,promotions
1250,Do you have a merch store for your series? Share it here!,24,51,Sep '20,promotions
1251,Share your chibi and promote your comic :D,243,301,Aug '20,promotions
1252,Salt and sugar (slice of life) comic,63,47,Aug '20,promotions
1253,How long have you worked on your comic or book? Promote your work!,497,810,Aug '20,promotions
1254,✨ Your 5 FAV Tapas series starting from 2020 ✨ (don’t include your series),32,775,Aug '20,promotions
1255,‘LAST WISH’ BL fantasy novel promotion,236,61,Aug '20,promotions
1256,What Would Your Favourite Character from Your Comic Do on Valentines Day?,4,123,Aug '20,promotions
1257,Free Ebooks till Friday,61,85,Aug '20,promotions
1258,Who Is The Most Adorable Character In Your Comic?,0,379,Aug '20,promotions
1259,I need feedback for my webtoon( and promote your comics and novels)),45,130,Aug '20,promotions
1260,Atlas | Tapas Novel tapas.io,14,121,Aug '20,promotions
1261,50th subscriber goal! Share you’re novels and comics! I want to help you reach you’re goals to!,174,478,Aug '20,promotions
1262,Art Share! (& Promote Your Socials),58,298,Aug '20,promotions
1263,Hello guys! Please share your comics here,314,470,Aug '20,promotions
1264,Share Your Social Media,31,220,Aug '20,promotions
1265,Make a Mii of your character,248,81,Aug '20,promotions
1266,Check out my work and I will check yours + Bonus Lets collab,109,389,Aug '20,promotions
1267,Need some help with Tv Trope (And Promote Yourselves),570,116,Aug '20,promotions
1268,Share Your Art/Writing Tiktok Accounts,142,94,Aug '20,promotions
1269,Promote your comic if it’s based in decades like 50s to 90s!,889,130,Aug '20,promotions
1270,Show me your scroll down format Comics!,17,339,Aug '20,promotions
1271,Novel Advertising!,169,317,Aug '20,promotions
1272,Free Novel Advertising Here,2,3.0k,Aug '20,promotions
1273,Let’s help each other on TV Tropes!,79,4.7k,Aug '20,promotions
1274,Promoting my mermaid BL (?) comic,136,89,Aug '20,promotions
1275,Traditionally Drawn Comics promotion!,859,203,Aug '20,promotions
1276,Discord Server for sequential artists!,19,74,Aug '20,promotions
1277,One man’s Dystopia is another man’s Utopia,191,68,Aug '20,promotions
1278,Drop your Pillowfort Socials here!,0,313,Aug '20,promotions
